Array_Size,Pattern_Tested,Time,Threads
100000000,testScatter, 1.719,4
100000000,testScatterSequential, 1.630,4
100000000,testPipeline, 8.075,4
100000000,testPipelineSequential, 2.559,4
100000000,testFarm, 0.581,4
100000000,testFarmSequential, 0.603,4
100000000,testMap, 0.649,4
100000000,testMapSequential, 1.160,4
100000000,testGather, 0.127,4
100000000,testGatherSequential, 0.267,4
100000000,testReduce, 0.323,4
100000000,testReduceSequential, 0.579,4
100000000,testScatter, 2.512,4
100000000,testScatterSequential, 1.650,4
100000000,testPipeline, 7.915,4
100000000,testPipelineSequential, 2.646,4
100000000,testFarm, 0.497,4
100000000,testFarmSequential, 0.487,4
100000000,testMap, 0.495,4
100000000,testMapSequential, 0.873,4
100000000,testGather, 0.071,4
100000000,testGatherSequential, 0.168,4
100000000,testReduce, 0.313,4
100000000,testReduceSequential, 0.548,4
100000000,testScatter, 1.689,4
100000000,testScatterSequential, 1.713,4
100000000,testPipeline, 8.139,4
100000000,testPipelineSequential, 2.589,4
100000000,testFarm, 0.567,4
100000000,testFarmSequential, 0.523,4
100000000,testMap, 0.513,4
100000000,testMapSequential, 0.951,4
100000000,testGather, 0.081,4
100000000,testGatherSequential, 0.166,4
100000000,testReduce, 0.317,4
100000000,testReduceSequential, 0.473,4
100000000,testScatter, 1.641,4
100000000,testScatterSequential, 1.697,4
100000000,testPipeline, 7.889,4
100000000,testPipelineSequential, 2.618,4
100000000,testFarm, 0.486,4
100000000,testFarmSequential, 0.479,4
100000000,testMap, 0.501,4
100000000,testMapSequential, 0.860,4
100000000,testGather, 0.089,4
100000000,testGatherSequential, 0.157,4
100000000,testReduce, 0.325,4
100000000,testReduceSequential, 0.466,4
100000000,testScatter, 1.701,4
100000000,testScatterSequential, 1.616,4
100000000,testPipeline, 7.953,4
100000000,testPipelineSequential, 2.565,4
100000000,testFarm, 0.529,4
100000000,testFarmSequential, 0.670,4
100000000,testMap, 0.499,4
100000000,testMapSequential, 0.886,4
100000000,testGather, 0.119,4
100000000,testGatherSequential, 0.203,4
100000000,testReduce, 0.469,4
100000000,testReduceSequential, 0.458,4
100000000,testScatter, 1.663,4
100000000,testScatterSequential, 1.714,4
100000000,testPipeline, 7.891,4
100000000,testPipelineSequential, 2.622,4
100000000,testFarm, 0.483,4
100000000,testFarmSequential, 0.480,4
100000000,testMap, 0.681,4
100000000,testMapSequential, 0.869,4
100000000,testGather, 0.089,4
100000000,testGatherSequential, 0.176,4
100000000,testReduce, 0.297,4
100000000,testReduceSequential, 0.471,4
100000000,testScatter, 1.607,4
100000000,testScatterSequential, 1.619,4
100000000,testPipeline, 7.896,4
100000000,testPipelineSequential, 2.666,4
100000000,testFarm, 0.480,4
100000000,testFarmSequential, 0.497,4
100000000,testMap, 0.499,4
100000000,testMapSequential, 0.865,4
100000000,testGather, 0.075,4
100000000,testGatherSequential, 0.177,4
100000000,testReduce, 0.310,4
100000000,testReduceSequential, 0.525,4
100000000,testScatter, 1.684,4
100000000,testScatterSequential, 1.678,4
100000000,testPipeline, 9.537,4
100000000,testPipelineSequential, 2.650,4
100000000,testFarm, 0.538,4
100000000,testFarmSequential, 0.515,4
100000000,testMap, 0.632,4
100000000,testMapSequential, 0.915,4
100000000,testGather, 0.073,4
100000000,testGatherSequential, 0.168,4
100000000,testReduce, 0.308,4
100000000,testReduceSequential, 0.473,4
100000000,testScatter, 1.858,4
100000000,testScatterSequential, 1.827,4
100000000,testPipeline, 9.084,4
100000000,testPipelineSequential, 2.813,4
100000000,testFarm, 0.916,4
100000000,testFarmSequential, 1.268,4
100000000,testMap, 0.715,4
100000000,testMapSequential, 1.180,4
100000000,testGather, 0.077,4
100000000,testGatherSequential, 0.178,4
100000000,testReduce, 0.419,4
100000000,testReduceSequential, 0.626,4
100000000,testScatter, 2.050,4
100000000,testScatterSequential, 1.624,4
100000000,testPipeline, 7.873,4
100000000,testPipelineSequential, 2.606,4
100000000,testFarm, 0.472,4
100000000,testFarmSequential, 0.469,4
100000000,testMap, 0.475,4
100000000,testMapSequential, 0.843,4
100000000,testGather, 0.072,4
100000000,testGatherSequential, 0.155,4
100000000,testReduce, 0.300,4
100000000,testReduceSequential, 0.472,4
100000000,testScatter, 1.699,4
100000000,testScatterSequential, 1.626,4
100000000,testPipeline, 7.937,4
100000000,testPipelineSequential, 2.530,4
100000000,testFarm, 0.514,4
100000000,testFarmSequential, 0.609,4
100000000,testMap, 0.482,4
100000000,testMapSequential, 0.866,4
100000000,testGather, 0.146,4
100000000,testGatherSequential, 0.202,4
100000000,testReduce, 0.441,4
100000000,testReduceSequential, 0.462,4
100000000,testScatter, 1.629,4
100000000,testScatterSequential, 1.666,4
100000000,testPipeline, 7.763,4
100000000,testPipelineSequential, 2.576,4
100000000,testFarm, 0.476,4
100000000,testFarmSequential, 0.463,4
100000000,testMap, 0.634,4
100000000,testMapSequential, 0.864,4
100000000,testGather, 0.078,4
100000000,testGatherSequential, 0.161,4
100000000,testReduce, 0.299,4
100000000,testReduceSequential, 0.465,4
100000000,testScatter, 1.623,4
100000000,testScatterSequential, 1.608,4
100000000,testPipeline, 7.711,4
100000000,testPipelineSequential, 2.642,4
100000000,testFarm, 0.479,4
100000000,testFarmSequential, 0.470,4
